timestamp,type,country,outside,salary,currency,domain,experience,studies,gender,happy,remote
9/03/2023 19:10:02,Empresa de producto,España,,38000,EUR,Front End,Junior (1-4 años),Bootcamp,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 19:10:03,Consultora,España,,20500,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:10:06,Empresa de producto,España,,48000,EUR,Front End,Senior (+5 años),Autodidacta,Hombre,5,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:10:06,Consultora,España,,19000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,1,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:10:12,Consultora,España,"A medias, somos una sede española de una empresa Alemana",22500,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:10:13,Consultora,España,,30000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:10:16,Consultora,España,Es multinacional,32300,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:10:19,Consultora,España,,40000,EUR,PM,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:10:20,Empresa de producto,España,,43000,EUR,Tech Lead,Senior (+5 años),Formación reglada o universitaria,Hombre,2,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:10:21,Agencia,España,,34500,EUR,Full Stack,Senior (+5 años),Autodidacta,Hombre,2,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:10:24,Empresa de producto,España,,46000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:10:30,Consultora,España,,18000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,1,Tengo que ir a la oficina de forma regular
9/03/2023 19:10:31,Empresa de producto,España,,27000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,4,Tengo que ir a la oficina de forma regular
9/03/2023 19:10:33,Consultora,España,,18000,EUR,Back End,Trainee (0-1 años),Autodidacta,Hombre,1,"Sí, 100% remoto"
9/03/2023 19:10:43,Consultora,España,,24000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:10:50,Consultora,España,,25000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,1,"Sí, 100% remoto"
9/03/2023 19:11:05,Empresa de producto,España,,36300,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Mujer,4,"Sí, 100% remoto"
9/03/2023 19:11:15,Agencia,España,,17000,EUR,Full Stack,Senior (+5 años),Autodidacta,Hombre,1,Tengo que ir a la oficina de forma regular
9/03/2023 19:11:19,Consultora,España,,20000,EUR,Tester/Dispatcher de tareas(Abajo pongo 0-1 años programando) De tester llevo 3 años,Trainee (0-1 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:11:37,Consultora,España,,25500,EUR,Full Stack,Junior (1-4 años),Autodidacta,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:11:38,"Consultora ""start up""",España,Italia,25000,EUR,Código empotrado (embedded systems),Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 19:11:42,Consultora,España,,32000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:11:51,Agencia,España,,50000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:12:55,Empresa de producto,España,,23700,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,Tengo que ir a la oficina de forma regular
9/03/2023 19:13:01,Consultora,España,,24000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:13:29,Consultora,España,PwC,18000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:16:53,Start Up,España,,18000,EUR,Full Stack,Trainee (0-1 años),Autodidacta,Hombre,1,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:17:12,Empresa de producto,España,,26000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:17:36,Tecnico de campo,España,,20500,EUR,"Tecnico de campo, viajante",Senior (+5 años),Formación interna,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 19:17:55,Consultora,España,,36000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:18:40,Consultora,España,,35000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:19:42,Sector sanidad,España,,27000,EUR,Full Stack,Senior (+5 años),Autodidacta,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 19:20:20,Consultora,España,Leanspace,24500,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Mujer,4,"Sí, 100% remoto"
9/03/2023 19:21:19,Prácticas,España,,7200,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Mujer,1,"Sí, 100% remoto"
9/03/2023 19:23:48,Start Up,España,,60000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:27:08,Consultora,España,,43000,EUR,Back End,Junior (1-4 años),Bootcamp,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:28:50,Consultora,España,,35000,EUR,Front End,Junior (1-4 años),Bootcamp,Mujer,4,"Sí, 100% remoto"
9/03/2023 19:29:23,Start Up,España,,21000,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:29:40,Empresa de producto,España,Reino Unido,62000,EUR,Back End,Senior (+5 años),Autodidacta,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:30:09,Consultora,España,,45000,EUR,Front End,Senior (+5 años),Autodidacta,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:30:54,Consultora,España,Alemania,27000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:31:55,Empresa de producto,España,,32000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:33:57,Consultora,España,,22000,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:34:39,Empresa de producto,España,Francia,32000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 19:35:16,Empresa de producto,España,,42000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:38:16,Empresa de producto,España,,32000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,Tengo que ir a la oficina de forma regular
9/03/2023 19:39:14,Empresa de producto,España,,40000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:39:51,Consultora,España,,34000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:40:08,Consultora,España,,27560,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,1,"Sí, 100% remoto"
9/03/2023 19:46:41,Empresa de producto,España,Sembo,20000,EUR,Front End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:48:04,Consultora,España,,29000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 19:51:00,Empresa de producto,España,USA,53000,EUR,Machine Learning Eng,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:51:47,Start Up,España,,36000,EUR,ML Engineer,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 19:52:00,Consultora,España,,52000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,5,"Sí, 100% remoto"
9/03/2023 19:53:05,Start Up,España,,12600,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:54:43,Consultora,España,,23000,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,5,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 19:57:05,Ministerio de Defensa - Ejército de Tierra,España,,30000,EUR,"Administrador de sistemas, soporte técnico, networking, programador si hace falta y luego tareas propias de un militar. Tiro, guardias, misiones....",Senior (+5 años),La mayor parte autodidacta desde muy niño y la academia militar (FPII),Hombre,1,Tengo que ir a la oficina de forma regular
9/03/2023 19:58:20,Consultora,España,,30500,EUR,Mainframe,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 19:59:13,Empresa de producto,España,,28000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,Tengo que ir a la oficina de forma regular
9/03/2023 19:59:30,Consultora,España,,20000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:00:02,Empresa de producto,España,,15600,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Mujer,1,"Sí, 100% remoto"
9/03/2023 20:04:41,Consultora,españa,,24000,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,5,"Sí, 100% remoto"
9/03/2023 20:04:41,Consultora,España,,18000,EUR,Back End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:04:42,Empresa de producto,España,,25000,EUR,Front End,Trainee (0-1 años),Autodidacta,Hombre,5,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:05:44,Consultora,España,,33000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Mujer,1,
9/03/2023 20:07:20,Consultora,España,,36000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Prefiero no decirlo,3,"Sí, 100% remoto"
9/03/2023 20:10:06,Consultora,España,,48000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:12:29,Consultora,España,,61000,EUR,Front End,Senior (+5 años),Autodidacta,Hombre,5,"Sí, 100% remoto"
9/03/2023 20:13:18,Start Up,España,,31500,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:13:19,Empresa de producto,España,Países Bajos,44900,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:14:10,Empresa de producto,España,Alemania,60000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:15:28,Consultora,España,Ricoh,34000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:16:16,Consultora,España,,37000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,5,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:16:44,Freelance,España,,70000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:17:21,Consultora,España,,34000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:20:51,Empresa de producto,España,,50000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:25:04,Empresa de producto,España,,25000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:25:43,Freelance,España,,70000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:27:06,Consultora,España,,21000,EUR,Full Stack,Junior (1-4 años),Autodidacta + Bootcamp,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:32:45,Consultora,España,,19000,EUR,Front End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:33:32,Consultora,España,,45000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:34:21,Empresa de producto,España,,60000,EUR,Head of Data,Senior (+5 años),"2 carreras, 4 master, sin parar desde 2008",Hombre,2,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:34:44,Start Up,España,,67200,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:39:03,Consultora,España,,22000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:13,Consultora,España,,18000,EUR,Back End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:15,Consultora,España,,18000,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 20:39:20,Consultora,España,,28000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,5,"Sí, 100% remoto"
9/03/2023 20:39:26,Start Up,España,,85000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:39:26,Consultora,España,,50000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:28,Consultora,España,,55000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:39:37,Consultora,España,,25000,EUR,Full Stack,Junior (1-4 años),Autodidacta,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:39:37,Empresa de producto,España,,55000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:39:38,Consultora,España,,30000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,5,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:42,Consultora,España,,40000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:39:44,Start Up,España,,30000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 20:39:44,Empresa de producto,España,,24000,EUR,Back End,Junior (1-4 años),Autodidacta,Hombre,2,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:39:45,Agencia,España,,38000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:39:45,Consultora,España,,21600,EUR,Back End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:46,Start Up,España,,19000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:39:48,Consultora,España,,53000,EUR,DevOps,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:39:52,Start Up,España,,24000,EUR,Full Stack,Trainee (0-1 años),Bootcamp,Hombre,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:39:58,Consultora,España,,38000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,1,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:39:59,Consultora,España,,21000,EUR,Front End,Junior (1-4 años),Bootcamp,Hombre,5,Tengo que ir a la oficina de forma regular
9/03/2023 20:40:00,Empresa de producto,España,,30000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:40:01,Agencia,España,,32000,EUR,Front End,Junior (1-4 años),Bootcamp,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:40:03,Empresa de producto,España,,62000,EUR,Front End Lead,Senior (+5 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:40:04,Empresa de producto,España,,42000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 20:40:05,Empresa de producto,España,,25500,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:40:05,Consultora,España,,15860,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:40:06,Consultora,España,,15000,EUR,Front End,Junior (1-4 años),Bootcamp,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:40:22,Consultora,España,,45000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Mujer,4,"Sí, 100% remoto"
9/03/2023 20:40:23,Consultora,España,,50000,EUR,Salesforce Developer ,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:40:27,Empresa de producto,España,,27000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:40:27,Consultora,España,,35000,EUR,Full Stack,Junior (1-4 años),Bootcamp,Hombre,5,"Sí, 100% remoto"
9/03/2023 20:40:28,Empresa de producto,España,,43000,EUR,Back End,Senior (+5 años),FP2 Desarrollo aplicaciones multiplataforma,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:40:38,Consultora,España,,28000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Tengo que ir a la oficina de forma regular
9/03/2023 20:40:41,Start Up,españa,,20000,EUR,Full Stack,Junior (1-4 años),Bootcamp,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:40:52,Empresa de producto,España,Alemania,21000,EUR,Front End,Trainee (0-1 años),Bootcamp,Mujer,3,"Sí, 100% remoto"
9/03/2023 20:40:55,Empresa de producto,España,,24000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:40:59,Empresa de producto,España,,17100,EUR,Front End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:41:01,Consultora,España,,20000,EUR,SAP,Junior (1-4 años),Prefiero no decirlo,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:41:22,Consultora,España,,33000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:41:28,Consultora,España,,16000,EUR,Business Intelligence,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:41:41,Consultora,España,,23000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Mujer,2,"Sí, 100% remoto"
9/03/2023 20:41:52,Empresa de producto,España,,55000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:41:53,Arsys,España,Ionos,23000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:41:56,Agencia,España,,27000,EUR,Full Stack,Junior (1-4 años),Bootcamp,Mujer,3,Tengo que ir a la oficina de forma regular
9/03/2023 20:42:18,Empresa de producto,España,Sí,45000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,5,"Sí, 100% remoto"
9/03/2023 20:42:32,Consultora,España,,33000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:43:16,Consultora,España,,20500,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:43:44,Start Up,España,,16000,EUR,Front End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,1,"Sí, 100% remoto"
9/03/2023 20:44:10,Consultora,España,,28000,EUR,Back End,Junior (1-4 años),Autodidacta,Mujer,3,"Sí, 100% remoto"
9/03/2023 20:45:51,Start Up,España,,33000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,1,"Sí, 100% remoto"
9/03/2023 20:46:38,Consultora,España,,30100,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:47:00,Empresa de producto,España,,49000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 20:50:40,Consultora,España,,15000,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 20:51:04,Consultora,España,,21000,EUR,CMS Developer ,Junior (1-4 años),Varias,Hombre,3,"Sí, 100% remoto"
9/03/2023 20:56:41,Consultora,España,,27000,EUR,Full Stack,Senior (+5 años),Autodidacta,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 20:57:11,Consultora,España,,20000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:00:50,BPO,España,,20000,EUR,Back End,Junior (1-4 años),FPII,Hombre,1,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 21:02:34,Consultora,España,Avanade,20000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:02:51,Consultora,España,,17000,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 21:03:19,Empresa de producto,España,,22000,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,4,Tengo que ir a la oficina de forma regular
9/03/2023 21:05:40,Empresa de producto,España,,55000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:06:22,"Formación (Cursos, Oposiciones, Masteres)",España,,22000,EUR,Full Stack,Trainee (0-1 años),Autodidacta,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:09:48,Empresa de producto,España,,75000,EUR,Embarcado ,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 21:12:58,Consultora,España,,27500,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:13:17,Consultora,España,,19000,EUR,Back End,Trainee (0-1 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:13:20,Agencia,España,,137000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,5,"Sí, 100% remoto"
9/03/2023 21:15:36,Consultora,España,,18000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,1,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:25:13,Consultora,España,,33500,EUR,Database Administrator ,Junior (1-4 años),Formación reglada o universitaria,Mujer,4,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 21:28:14,Empresa de producto,España,,45000,EUR,Front End,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 21:32:57,Empresa de producto,España,,40000,EUR,Back End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:33:00,Empresa de producto,España,,80000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:33:12,Empresa de producto,España,RWS,37000,EUR,Back End,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 21:33:16,Empresa de producto,España,,38000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
9/03/2023 21:33:37,Empresa de producto,España,,13800,EUR,Full Stack,Junior (1-4 años),Autodidacta,Hombre,2,Tengo que ir a la oficina de forma regular
9/03/2023 21:34:18,Consultora,España,,33000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:35:01,Consultora,España,,29000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 21:36:23,Practicas,españa,Reino Unido,4500,EUR,Full Stack,Trainee (0-1 años),Formación reglada o universitaria,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:37:24,Consultora,España,Canada,32000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,"Sí, 100% remoto"
9/03/2023 21:37:53,Empresa de producto,España,Irlanda,60000,EUR,Front End,Junior (1-4 años),Autodidacta,Hombre,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:38:04,Consultora,España,,30000,EUR,Full Stack,Junior (1-4 años),Formación reglada o universitaria,Hombre,3,Modalidad híbrida (más de 1 día a la semana o más de 4 al mes)
9/03/2023 21:39:37,Empresa de producto,España,,34000,EUR,Front End,Senior (+5 años),Formación reglada o universitaria,Hombre,2,"Sí, 100% remoto"
9/03/2023 21:40:57,Empresa de producto,España,,27000,EUR,Full Stack,Junior (1-4 años),Autodidacta,Mujer,4,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 21:58:17,Consultora,España,,30000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,3,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 22:11:56,Consultora,España,Suiza y Alemania,40000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,2,Algún día tengo que ir a la oficina (1 día a la semana o menos)
9/03/2023 22:33:17,Empresa de producto,España,,77000,EUR,Full Stack,Senior (+5 años),Formación reglada o universitaria,Hombre,4,"Sí, 100% remoto"
